analysis,scenario_id,scenario_description,parameter_label,use_global_template,finalization_mode,station_id,variable,baseline_total,zero_hour_ratio,peak_concentration,credibility_weight,method
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S010,return,189.0,0.08333333333333333,0.09523809523809523,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S011,return,179.0,0.20833333333333334,0.1005586592178771,0.7545006712571997,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S012,return,192.0,0.20833333333333334,0.09895833333333333,0.7850532945736434,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S013,return,183.0,0.041666666666666664,0.08743169398907104,0.7997617232176897,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S014,return,180.0,0.16666666666666666,0.10555555555555556,0.7641602067183463,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S015,return,170.0,0.16666666666666666,0.09411764705882353,0.7431919744642043,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S016,return,189.0,0.08333333333333333,0.08994708994708994,0.8,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S017,return,129.0,0.16666666666666666,0.10852713178294573,0.6449612403100775,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S018,return,130.0,0.2916666666666667,0.08461538461538462,0.6270691711389386,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S019,return,143.0,0.125,0.1048951048951049,0.6865791185558627,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S020,return,117.0,0.20833333333333334,0.1111111111111111,0.608204134366925,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S021,return,129.0,0.2916666666666667,0.10852713178294573,0.6199612403100775,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S022,return,116.0,0.20833333333333334,0.10344827586206896,0.6074111200213848,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S023,return,142.0,0.25,0.09859154929577464,0.66051424828038,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S024,return,133.0,0.20833333333333334,0.11278195488721804,0.6450792679372851,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S025,return,133.0,0.16666666666666666,0.09774436090225563,0.656420120067611,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S026,return,119.0,0.25,0.11764705882352941,0.6032147742818058,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S027,return,124.0,0.125,0.11290322580645161,0.6407914478619656,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S028,return,131.0,0.16666666666666666,0.10687022900763359,0.6499437836558376,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S029,return,138.0,0.20833333333333334,0.10869565217391304,0.6575244354566903,base_model
05_feasibility_correction,base_model,Basic model: nonnegative integer predictions plus historical mild upper cap.,"lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,cap,S030,return,126.0,0.125,0.0873015873015873,0.650562938353636,base_model
